,id,tweet,label
1809,1024, india record 37000 new infection taking active case count four lakh hajj pilgrimage saudi arabia begin july limited number pilgrim jnu student sharjeel imam test positive covid jail,fake
1810,65, justin trudeau resigns amidst coronavirus pandemic,fake
1811,2618, people violate social distancing protocol temple festival alappuzha india,fake
1812,468, low percentage covid test positive suggests enough widespread aggressive testing maine detect new case identifying isolating new case help contain covid without resorting lockdown,real
1813,3042, diagnosed case falling hotspot growing number state outside south show worrisome pattern especially school reopenings horizon five,real
1814,546, coronavirus spelled backwards suriv anorac coincidence,fake
1815,5611, video showing dead body coronavirus patient osmania hospital mortuary,fake
1816,3722, spain medical doctor association impressed president rodrigo duterte response covid,fake
1817,5559, volunteer coronavac chinese vaccine covid tested brazil reported severe fever story published marie claire magazine,fake
1818,6386, 1398 people reported recovered covid case today two people hospital covid one middlemore north shore hospital neither icu additional death,real
1819,4254, coronavirus cruise ship mutiny progress,fake
1820,2856, two woman drove auckland wellington new information tell limited physical contact two friend getting lost trying leave auckland,real
1821,3485, based previous situation california reported like reporting jump likely matching test completed individual patient state sure batch processing like second time happened,real
1822,537, brazil worrying combination pandemic pandemonium,real
1823,6191, risk secondary covid transmission home new contact tracing study find,real
1824,3273, health ministry issue manual surveillance team containment zone pmoindia drharshvardhan ashwinikchoubey pib india mygovindia covidindiaseva covidnewsbymib mib india,real
1825,4203, coronavirus death sweden care facility,fake
1826,4750, black man greatest risk death longer covid color skin said nmhheartdoc,real
1827,722, pib india increase testing led surge total number recovered patient nearly lakh 2970…,real
1828,4526, pandemic make realize truly connected home across whole world cdc rachael zacks deployed seattle test one united state first known patient story,real
1829,2577, president guinea bissau beat minister squandering covid fund,fake
1830,897, india tracker august 2020 ➡️confirmed case 3310234 ➡️recovered 2523771 ➡️active case 725991 ➡️deaths 60472 via mohfw india,real
1831,2437, bancheneproduct serum institute india manufacturing partnership astrazeneca produce oxford university covishield vaccine already denied report amp said would confirm availability officially vaccine proven immunogenic efficacious,real
1832,753, lockdown south africa collapsed guy street looting shop employment money buy food even police control crowd,fake
1833,3327, country world patient treated like prisoner,fake
1834,232, factchecknet absence clarity rash pandemic created breeding ground,fake
1835,1766, news carona virus vaccine ready able cure patient within hour injection hat scientist trump announced roche medical company launch vaccine next sunday million of… igshid qrxt7c10mpd8,fake
1836,121, attend next coca call tuesday aug 2pm via zoom topic covid amp telehealth implementation story field learn,real
1837,3922, aball001andrea kylegriffin1 markedbycovid continue ignore expert downplay virus cult continue along despite evidence answer lie psychology expert accurately predicted react real crisis msm shut book published 2017,fake
1838,1613, roche developed covid vaccine,fake
1839,4685, mohfw india india recovery rate scale peak race past,real
1840,5360, elderly parent guide getting coronavirus advice wrong,fake
1841,1544, people returned negative test covid people tested either basis health child declined longer contacted left country,real
1842,5195, wetherspoons revealed total member staff caught since pub chain reopened,real
1843,3446, india tracker september 2020 ➡️confirmed case 4023179 ➡️recovered 3107223 ➡️active case 846395 ➡️deaths 69561 via mohfw india,real
1844,5683, program staff across responding pandemic new report cdcmmwr examines early impact state local program activity,real
1845,4875, lately protest continuing flare nightly portland politifact seeing lot claim black life matter protest antifa anarchist covid spreader marxist,fake
1846,164, possible vaccine could available end year csa patrick vallance say vaccine could available small amount certain group adding likely see vaccine first half next year,real
1847,894, india register recovery 65081 last hour whereas 69921 new case reported last hour 819 death reported,real
1848,1550, track death state across week state karnataka amp delhi increase case fatality trajectory however andhra pradesh maharashtra amp tamil nadu decrease daily death secretary mohfw india,real
1849,5192, madagascar covid free april registering 100 recovery confirmed case,fake
1850,5623, united state 360 000 death year swimming pool shut country,fake
1851,1232, pleased announce inclusion general hospital onitsha anambra ncdc molecular laboratory network currently laboratory capacity test,real
1852,6054, case brings total number confirmed case 1195 number report world health organization one previously reported case considered recovered covid total number active case new zealand remains,real
1853,2563, former filipino senator antonio trillanes said president rodrigo duterte created covid together china,fake
1854,3852, today new confirmed case announced honourable minister fmohnigeria detection new case contact index case supervised isolation sign system working chikwe ntanewsnow,real
1855,4017, office memorandum indian ministry health family welfare declaring holiday state maharashtra gujarat uttar pradesh sikkim wake covid,fake
1856,2120, contact tracing aim identify alert people come contact person infected covid expert recommend tracing contact someone test positive covid within hour contain potential transmission,real
1857,1104, date system recorded close contact returned negative test result 195 casual contact identified gym class tested returned negative result,real
1858,717, comment section quarantined outbreak coronavirus related racism,fake
1859,1405, pediatric infection rate reminder address social inequity take virus seriously,real
1860,107, today 23917 active case district mohfw india drharshvardhan drhvoffice mantralayaroom,real
1861,923, high level testing also lead high number daily positive case however state advised firmly focus comprehensive tracking prompt isolation effective treatment,real
1862,2395, 3rd april 209 confirmed case discharged death breakdown case state lagos 109 fct osun oyo akwa ibom ogun edo kaduna bauchi enugu ekiti river benue ondo,real
1863,3791, drtedros interconnectedness strength also weakness come spread disease act accelerator brings,real
1864,4293, india continues scale new height test lakh test conducted last hour,real
1865,6103, corona virus claim black belt chuck norris dead,fake
1866,1483, case coronavirus confirmed cali colombia video show doctor treating patient bus station,fake
1867,4976, expanded diagnostic lab network facilitation easy testing across country given sharp boost enhanced testing number test per million tpm boosted 46131,real
1868,5207, family member died infected corona virus😧 heart say,fake
1869,3886, say coronavirus patent expired sudden outbreak despite medium fear mongering already vaccine available,fake
1870,5500, yellow bracelet placed people seen outside home work get basic necessity,fake
1871,4642, moderna seek eau covid vaccine demonstrates efficacy,real
1872,5565, many many example around world shown even outbreak intense still brought back control drtedros,real
1873,421, chief executive tesco dave lewis encourages people continue buy normal amid fear new restriction could lead panic buying get live update,real
1874,1333, feel see whatsapp forward contains chilling detail feel curious enough check truth forward others also know verify forwarding tell sender,fake
1875,1009, one note positive rate remained around throughout april positive rate today reported test dropped one day make trend good see lower floor,real
1876,1303, coronavirus life hour metal surface,fake
1877,1558, update minhealthnz today new case covid report managed isolation facility day since last case covid acquired locally unknown source total number active case quarantine,real
1878,6218, crash people board crashed plane tested positive district administration instructed involved rescue operation see morning visual,fake
1879,1609, people linked community cluster remain auckland quarantine facility includes people tested positive covid household contact,real
1880,420, people community cluster remain auckland quarantine facility includes people tested positive covid household contact number continues decline case recover reach end isolation period,real
1881,2070, today new case four additional recovered case total number active case imported case miq facility community case,real
1882,4365, individual responsibility ass risk professor karol sikora say carry find right balance tackling spread get latest,real
1883,4548, imo state supporting govtofimostate health promotion team train social mobilization officer state team conducting mass sensitisation exercise community testing adherence preventive measure lgas,real
1884,3642, cdc warning men trophy wife,fake
1885,3928, 80webbst kia recommended gathering stick hour time limit,real
1886,1, cdc currently report 99031 death general discrepancy death count different source small explicable death toll stand roughly 100000 people today,real
1887,1604, 55pm 27th march confirmed case discharged death breakdown case state real time please see currently lagos fct ogun ekiti oyo edo bauchi osun river enugu,real
1888,2716, john edward grime praised social medium speaking wearing mask sticking social distancing rule,real
1889,3342, whitwyatt pending data california come gone make really difficult track state test consistently number test bounce around way really confuse people broader change coming pending reporting,real
1890,1509, srinivas vice president bharath biotech taking first injection covid vaccine confidence product,fake
1891,5380, gemma collins say followed rule coronavirus couple day stopped much really meant major celebrity like anyway told reporter,fake
1892,1892, zev virus engineered optimised human transmission human zoonotic cover story trashed created pandemic want put blame someone else woman explanation entirely trustworthy follow money,fake
1893,91, yesterday laboratory completed 2191 test brings total number test completed date 446367,real
1894,1646, photo claim person doctor died attending many covid patinents hospital muñiz buenos aire,fake
1895,781, michigan gov gretchen whitmer family spent may second home breaking stay home order,fake
1896,5710, middle global pandemic trump administration preventing people getting health care believe need said president trump need reopen obamacare enrollment need life stake,fake
1897,5548, covid act say restriction lifted percent arizonan could infected next three month 65000 people eventually dying,real
1898,1728, airborne main way covid spread doh update guideline well,fake
1899,2687, complete fibrinolysis shutdown seen severe,real
1900,1099, sign symptom loved one infection getting better getting worse act fast get medical care immediately,real
1901,1816, department health doh report fake cigarette spread coronavirus reached philippine,fake
1902,1644, audio stating certain section society surat vendor spreading coronavirus,fake
1903,1143, major highlight week crore test conducted far last lakh sample tested recovered patient crossed lakh guideline issued hmoindia secretary mohfw india,real
1904,1869, immunologist nobel winner tasuku honjo said new coronavirus natural created chinese,fake
1905,979, facebook twitter took action trump statement child almost immune covid platform said violated policy misinformation,fake
1906,60, daily update published state reported 647k test 38k case 406 death number case reported lowest since june,real
1907,5517, president philippine rodrigo duterte ordered mandatory work pay policy one month,fake
1908,5201, italian prime minister said country exhausted option fight coronavirus pandemic pleads god rescue people,fake
1909,57, ncdc directly contacted twitter user mentioned friend returned runny nose could reach authority testing within hour communication via sample collected committed best,real
1910,1369, man decides yoga,fake
1911,5889, state covid patient nursing home state followed president trump cdc guidance,fake
1912,717, fox news report president trump testing positive covid,fake
1913,1165, photo people medical scrub lying floor operating theatre show 200 italian doctor died covid one day,fake
1914,1340, india recovery rate scale peak race past,real
1915,4534, supported kogi state ministry health sormas training disease surveillance amp notification officer eoc member amp pillar lead ncdc remains committed strengthening digital disease data management across state,real
1916,2049, video man introduces dub another video interview stefano montanari byoblu video blog montanari call nanopathologist claim mask cause inhale carbon dioxide expelled breathing supposedly produce hypercapnia excess carbon dioxide,fake
1917,479, video dead body black bag allegedly hospital madrid barcelona new york,fake
1918,3077, india tracker september 2020 ➡️confirmed case 4562414 ➡️recovered 3542663 ➡️active case 943480 ➡️deaths 76271 via mohfw india,real
1919,228, 252 new case plateau enugu river lagos fct kaduna ekiti kano taraba anambra edo oyo delta ogun abia bayelsa ebonyi osun 52800 confirmed 39964 discharged 1007 death,real
1920,1038, people covid misdiagnosed pneumonia dying thrombosis,fake
1921,3486, club confirmed year old tested positive latest round testing word condition,real
1922,6018, recovery rate climb new high nearly,real
1923,4527, said testing capacity still severely constrained appears quite unevenly distributed around country,real
1924,2539, tasuku honjo japanese nobel laureate medicine claiming covid chinese made virus,fake
1925,1374, total number confirmed case covid 1441 number report world health organization yesterday laboratory processed 7950 test covid bringing total number test completed date 839467,real
1926,4749, post photo claiming covid infected patient italy left street,fake
1927,5421, tent set next viamed calahorra hospital rioja carry rapid test coronavirus,fake
1928,170, july last day state reported 10000 new case wear cloth face covering keep 6ft others wash hand often interested data state see covid data tracker,real
1929,1479, help slow spread covid selecting many choice avoid mask made material make hard breathe allow particle escape intended healthcare worker learn,real
1930,1184, relax developed cooking skill lockdown 2020 get apron,fake
1931,726, steady march india conduct total nearly crore test test per million tpm scale new peak 26016,real
1932,6236, jennifer lopez reveals since sheltering place gained inch,fake
1933,768, one get free mask government fight coronavirus filling form web link,fake
1934,5606, pib india ✅more crore test conducted ✅19 lakh recovered patient ✅active case tota…,real
1935,1215, image alleged fire new york lebanon hospital,fake
1936,1164, 182 new case lagos 111 fct akwa ibom oyo kaduna delta river ogun ebonyi kano plateau gombe kebbi kwara bauchi borno 8915 case discharged 2592 death 259,real
1937,918, srinivas vice president bharath bio tech taking first injection covid confidence product,fake
1938,2872, one case recovered total number active case remains quarantine total number confirmed case 1198 number report world health organization,real
1939,5594, london mayor label government hapless capital face covid measure latest,real
1940,3861, new case papua new guinea gmt,fake
1941,5066, india recording 55000 new case country confirmed case tally reach lakh andhra pradesh becomes third state reach three lakh mark confirmed coronavirus case maharashtra tamil nadu first two,fake
1942,6330, cdc track different forecasting model possible death may forecast increase death coming week cumulative total exceeding 100000 june see national amp state forecast,real
1943,3866, major highlight week india highest recovery world recovery rate cross highest ever single day recovery lakh case last hour crore test conducted far secretary mohfw india,real
1944,2103, indian ministry home affair mha issued order sharing post coronavirus social medium group punishable offense,fake
1945,940, video show empty triage tent outside hospital man claiming everything lie sick people tent,fake
1946,509, novel coronavirus man made,fake
1947,118, test reagent nigeria received amp procured recently used pcr test existing molecular laboratory important development use gene xpert machine also expanding testing capacity using technology,real
1948,1710, brazilian mainstream medium say anything former president lula said fortunately nature created monster called coronavirus,fake
1949,1671, yesterday watched live stream pole competition made abundantly clear pole athlete well covid heard enough depressing music last month,fake
1950,710, sonusood sir fact people taking much advantage pandemic local store big company day day frustration hiking peak job salary monthly emis inflation still hoping best would grateful part team amp work,fake
1951,384, daily update published tracked million test 200k yesterday note track test state report detail see,real
1952,238, 437 new case lagos 107 fct plateau kaduna ogun kwara ebonyi ekiti oyo borno edo kano nasarawa osun taraba gombe bauchi 46577 confirmed 33186 discharged 945 death,real
1953,4958, introduction significantly increased availability vaccine cold chain point helped reducing wastage vaccine,real
1954,5857, clinician question safely administer vaccine outbreak check cdc latest guidance vaccine planning covid pandemic,real
1955,5386, kamalaharris joebiden 000 actually died covid stop lying exaggerating treatment nowadays drug cocktail including hcq azithromycin zinc dexamethasone ventilator resulted mortality rate plummeting situation vastly improved,fake
1956,649, image show covid patient state coronavirus isolation ward pakistan,fake
1957,1388, coronavirus new lysol listed one virus kill,fake
1958,587, control border remain entering new zealand including health screening testing arrival mandatory day managed quarantine isolation,real
1959,3905, ✅india recovery rate improves september 2020 📍steady improvement india covid recovery rate since initiation march 2020 icmrdelhi via mohfw india,real
1960,1248, 20k new case reported today state reported 300 new case today new york new jersey tested 102k people combined got positive end spectrum arizona tested 10k people confirmed 1438 new case,real
1961,2370, covid rash responsible hate covid skin rash website criticised lack bame example,fake
1962,4463, philippine president rodrigo duterte claimed late night address ormoc city mayor richard gomez said would accept anyone returning elsewhere enter city,fake
1963,957, recovered case report today meaning number active case new zealand one new zealand receiving hospital level care covid,real
1964,2112, juillet dix sweden covid19 case spiking face mask social distancing get covid take hydroxychloroquine amp zinc gone day,fake
1965,2509, endothelial cell injury play major role pathogenesis covid associated coagulopathy according new study,real
1966,323, stage covid brain damage identified,real
1967,580, picture hospital santo andré brazil say caption despite covid crisis hospital patient,fake
1968,835, 745 new case lagos 280 oyo 103 ebonyi fct imo edo delta river kaduna ondo katsina kano bauchi borno kwara gombe sokoto enugu yobe osun nasarawa 18480 confirmed 6307 discharged 475 death,real
1969,3200, italian billionaire commits suicide throwing 20th floor tower entire family wiped coronavirus,fake
1970,2752, graphic zee news channel claim home ministry india hinted complete lockdown country june railway airway come halt,fake
1971,4741, coronavirus patient whose stomach given coronil vati patient stomach problem given ghiya torus roti stomach become coronilvati allow speak doctor casualty willbe low narendramodi,fake
1972,5053, video show healthcare professional hospital displaying hopeful message caption state video filmed moinhos vento hospital porto alegre brazil managed cure covid patient icu thus celebrating,fake
1973,1560, drharshvardhan update 👉india registered 65081 recovery last hour 👉the number recovered patient has…,real
1974,2084, president look like ahead curve know talk time shutting travel china,fake
1975,4119, one person remains auckland city hospital stable condition ward total number confirmed case covid remains 1178 number report world health organization,real
1976,4063, warning coronavirus microchip vaccine,fake
1977,4007, cdc say despite rumor mime safe coronavirus behind invisible glass,fake
1978,4235, however latest cdc report also indicates illness rise midwest central mountain region country learn,real
1979,1341, case considered recovered covid total number active case remain quarantine facility total number confirmed case remains 1192 number report world health organization,real
1980,6002, higher risk severe people living 🔸high blood pressure 🔸asthma respiratory disease 🔸cancers 🔸heart disease,real
1981,1593, woman calling advocate found reliance mart rani bagh delhi flouting social distancing rule without mask touching multiple product packet removed shirt security took,fake
1982,2566, new publication erspublications ➡️fungal coinfections complicate challenging task managing patient ➡️covid19 associated pulmonary aspergillosis capa increasingly reported 🔰read,real
1983,1645, result positive test get money health secretary matt hancock say confident people low income right thing seek test symptom follow live,real
1984,1114, drinking alcohol kill coronavirus,fake
1985,1206, lot engagement appears driven brian rose organization london real behind website hosted plandemic history airing falsehood covid,fake
1986,1421, cdcenvironment hot outside visiting cooling center follow safety tip protect practice…,real
1987,578, late breaking progressive news sugar bad government surveillance necessary keep,fake
1988,1447, photo woman lying hospital bed medical equipment attached body shared hundred time facebook twitter alongside claim woman doctor died beaten muslim mob trying administer novel coronavirus test,fake
1989,2603, wen liang funeral ceremony,fake
1990,2560, five state maharashtra karnataka andhra pradesh uttar pradesh tamil nadu contribute total active case total number active case country stand 897394 date,real
1991,490, india lock increased till 4th may,fake
1992,5856, drink water every minute avoid coronavirus,fake
1993,5598, coronavirus london could face fresh restriction mayor new plan,real
1994,4252, reported 4368 new case 3899 sunday click below👇to follow live today event live,real
1995,5276, knowledge covid always improving new data come update parameter fit know disease recently changed model parameter wanted share changed,real
1996,5604, important thread risk dietary supplement cure supplement prevent,fake
1997,2680, population india 135 crore covid infection lakh person checked every day take 13500 day year test 135 crore people time india completely destroyed corona,fake
1998,1088, corona virus florida man arrested robbery using cough weapon,fake
1999,5624, inconvenienttr5 arifleischer cernovich remember trump usurped vaccine industrial complex several month pandemic appeared understand yet new technology utilized covid vaccine drain swamp,fake
2000,1192, aiims released list respiratory symptom covid similar disease,fake
2001,337, herd immunity strategy unethical unlikely successful warn scientist long covid sufferer call recognition,fake
2002,441, new local restriction introduced northeast england including curfew bar pub ban people mixing others outside household,real
2003,1045, hospital empty prof epidemic exist,fake
2004,410, steady march india conduct total nearly crore test test per million tpm scale new peak 26016,real
2005,2484, imported second hand clothes europe asia america could spread novel coronavirus africa,fake
2006,5202, india record 82961 recovery past recovery rate today lakh 4025079 total recovery exceed active case lakh 3015103,real
2007,1286, india tracker september 2020 ➡️confirmed case 4113811 ➡️recovered 3180865 ➡️active case 862320 ➡️deaths 70626 via mohfw india,real
2008,1272, reason documented covid case world 2020 tested resident faster rate country,fake
2009,709, nurse say brazilian state municipality earn federal funding every death recorded covid,fake
2010,928, japan new coronavirus test negative cost 80000 yen positive state bear cost,fake
2011,6163, please ensuring temperature check entry point public space including ✅offices ✅banks ✅supermarkets ✅places worship temperature 50⁰ denied entry advised seek medical attention,real
2012,3335, sick amp pet becomes sick take pet veterinary clinic call veterinarian amp let know sick covid,real
2013,96, covid update new case covid report new zealand today day since last case covid acquired locally unknown source,real
2014,1540, affect people community award winning actor tribal elder wes studi offer guidance tribal community help slow spread coronavirus tsiichin bii navajo language,real
2015,4086, plan pool beach stay foot away others water wash hand often help protect friend learn,real
2016,2571, muslim tamil nadu india flouting lockdown rule offer namaz prayer night,fake
2017,548, covid pandemic reveals mayor flavortown competent politician,fake
2018,1566, nearly 330 million people united state according trump white house conducted million covid test abysmal donald trump need scale testing need immediately,fake
2019,4905, corona beer may changing name,fake
2020,4312, washington examiner editor loses head,fake
2021,1264, president donald trump called philippine president rodrigo duterte ask help solve coronavirus handle constituent,fake
2022,3696, covid test purchased test home sanitary guarantee,fake
2023,1285, photo show muslim tamil nadu state india floating lockdown rule ramzan offer night prayer,fake
2024,3941, time january fewer 100 case death outside china committee met three month ago million case reported 200000 death drtedros,real
2025,1376, pres abraham trump secession virus 1861,fake
2026,6074, science data suggest kid risk covid,fake
2027,4912, india test lakh sample everyday follows 3ts model test track treat prevent spread,real
2028,2258, team indo scientist jointly scout solution ranging early diagnostic test antiviral therapy drug purposing ventilator research disinfection machine amp sensor based symptom tracking,real
2029,478, france force patient dual nationality leave hospital able treat french covid outbreak,fake
2030,1492, south reported nearly case country today 39k one region country ever reported june,real
2031,3893, covax facility agreed international mechanism ensuring equitable global access vaccine solidarity action covax guarantee access world largest portfolio vaccine candidate drtedros,real
2032,367, cdc said made mistake reduced count florida covid case 000 000,fake
2033,1927, ugandan president announces postponement election,fake
2034,6117, stopped testing right case,fake
2035,4009, spain cancel bullfight matador demanding bailout,fake
2036,2280, breakdown case state real time please see currently lagos fct ogun ekiti oyo total confirmed case,real
2037,5980, 1452 people reported recovered covid people yesterday case one person receiving hospital level care covid icu still significant cluster,real
2038,1695, devastated stock broker face hand clearly taking coronavirus precaution seriously,fake
2039,4640, need someone responsibility scope authority knowledge skill carry oversight management coronavirus response,real
2040,848, covid update​ new confirmed case covid community already linked previous case auckland cluster case still investigation believed linked existing cluster,real
2041,3730, photo taken journalist showing beach jacksonville fla government reopened beach news report claimed,fake
2042,3843, progressive rise india testing took day double testing crore crore however took day jump crore test crore test secretary mohfw india icmrdelhi,real
2043,3056, joe biden tested positive coronavirus,fake
2044,5584, metformin may lower risk fatal covid,real
2045,1753, pantherman45 kia ben info range measure every alert level found,real
2046,1824, russia report huge spike coronavirus death among journalist,fake
2047,727, italy hospital overwhelmed hundred die daily,fake
2048,767, discharge today include 100 community recovery managed oyo state line new case management guideline breakdown case state found via,real
2049,5853, video show policeman taking bribe migrating worker surat,fake
2050,1520, recovery rate soar past total recovery improved 1639599 exceed active case nearly lakh actual caseload country active case 643948 total positive case,real
2051,5573, last day seen surge active case eager resume delhi metro officialdmrc upside arvindkejriwal,fake
2052,522, please share video neem leaf powder cure corona within hour please share video allah blessed corona vaccine worldhealthorg2,fake
2053,5681, pushing child back school trump said almost immune disease wrong scientist say child get severe covid case almost immune,fake
2054,2089, death toll continues concentrated new york new jersey although michigan illinois pennsylvania continue see substantial number death day,real
2055,6212, visit coronavirus pandemic,real
2056,622, sadly people covid hospital today three auckland city hospital four middlemore three north shore one waikato,real
2057,5088, drtedros child missing routine vaccination due could lead far greater avoidable suffering amp death pa…,real
2058,120, tweet president donald trump say issue financial assistance individual deal coronavirus pandemic social medium history last year search post,fake
2059,4232, covid death likely higher reported study show,fake
2060,1575, whatsapp message say coronavirus transmitted wastewater,fake
2061,5187, peterwa97559477 bruce lambert one core belief general project like actively work maximum virality raw statistic number need context others provide including home theatlantic alexismadrigal,real
2062,1908, even though today update missing data six state new case today day pandemic june better news test result reported today day july,real
2063,1030, daily update published tracked million test 137k yesterday bit lower april average 147k test note track test state report state report test detail see,real
2064,314, testing become affordable testing strategy increase number test make available area required andaman amp nicobar island lakshadweep north east affordable price profbhargava icmrdelhi,real
2065,5093, friend mine checked back clorox wipe know human coronavirus listed among thing wipe kill checked wipe sure enough listed take suspected new virus news medium want believe,fake
2066,5497, italian doctor confirmed covid bacterial disease caused virus claimed number authority,fake
2067,706, pediatric coronavirus still puzzle,real
2068,5115, data issue continue plague various state regional testing picture show day daily testing average appears peaked south july,real
2069,1102, factgasm2 reflection covid bullshit yes virus deadly people think blown proportion shut everything blame public demise age old tory trick,fake
2070,2017, minor admitted covid infanta sofía hospital madrid three talavera hospital,fake
2071,1507, video claim recorded hospital margarita puebla image patient hallway allegedly covid hospital floor full bag containing dead body,fake
2072,2143, death respiratory failure pneumonia registered covid according civil registry website,fake
2073,2913, one case likely linked cluster still investigated undertaken 30000 test last hour people linked cluster government managed quarantine precautionary measure,real
2074,357, brazil crisis control,real
2075,2838, facebook video claim pcr test inventor said test effectively diagnose covid,fake
2076,3157, india occupies top position world term total recovery lakh recovered india recovery constitute total global recovery,real
2077,15, protect others using public transportation practice social distancing avoid touching surface practice hand hygiene learn,real
2078,5295, mosquito transfer covid person person,fake
2079,5532, well first bad number lead tweet today apology right back corrected death figure—should 242 158,real
2080,1164, hospitalized patient undergo mri,real
2081,2793, recovery india grow difference active case widens recovered patient time active case,real
2082,2139, cdcemergency cdcgov one stop shop resource section communicating people age find,real
2083,975, cytokine storm overactivation immune system appear play major role severe covid outcome according unexpected new finding,real
2084,1360, mayor greater manchester andy burnham say government turn tap furlough scheme october 10pm curfew announced pub restaurant,real
2085,784, case still rising study patient consumed arsenicum album distributed state health department gujarat probe done diagnosed covid later,fake
2086,3104, india witness unprecedented surge testing 1170000 test done last hour pmoindia drharshvardhan ashwinikchoubey pib india ddnewslive airnewsalerts covidnewsbymib covidindiaseva icmrdelhi,real
2087,3988, whether child school depends health condition current transmission covid within community protective measure school community place reduce risk transmission,real
2088,2011, top cardiology society provide strategy ramping elective cardiology procedure covid lockdown lifted,real
2089,2797, chinese expert warn scar lung caused covid severe sars year ago,fake
2090,4957, shaskell12 alexismadrigal mean though system clearly capacity even machine technically like tank fuel supply line necessary good winning war alexismadrigal,real
2091,645, india total recovery cross lakh patient recovered three time active case recovery exceed active case lakh,real
2092,2205, breaking news next financial year 2020 2021 rbi extends year closing till 2020 rbi fiscal 2019 end june 2020 fiscal year 2020 begin july 2020 end march 2021 reserve bank india draw financial year,fake
2093,5217, use milk tear gas ocular care guidance pandemic,real
2094,6291, autohemotherapy cure covid,fake
2095,4687, covid positive temple priest city jaipur spread coronavirus 300 people smoked pipe,fake
2096,5438, new york state hospital reporting thousand fungus lung infection due wearing mask,fake
2097,261, 10576 new infection maharashtra record highest single day spike state far starting 2pm tomorrow manipur complete lockdown day bhopal madhya pradesh impose city wide lockdown july august,fake
2098,690, post shared thousand time facebook claim corpse covid positive person 100 time toxic hour death undertaker burying body within prescribed period funeral become hotspot infection,fake
2099,6170, doctor including covid suspect death certificate hospital receive 000 brazilian reais registered covid death,fake
2100,1514, mum calling check coronavirus,fake
2101,5753, number people going hungry making thing worse published today estimate approximately 690 million people went hungry 2019,real
2102,1417, coming week could see possible increase case state reopen soon tell happen cdc working closely state health department monitor activity learn covid,real
2103,876, video show last covid patient exiting hospital new zealand,fake
2104,3301, brahmin higher indian caste chopped girl tongue offering god prevent covid infection,fake
2105,4384, one realdonaldtrump,fake
2106,141, meditate way covid tracy honeycomb,fake
2107,555, daily update published state reported 735k test 34k case 449 death,real
2108,457, sir keir starmer asks prime minister test trace boris johnson say test trace give government ability see granular detail epidemic breaking add testing capacity record high,real
2109,1928, free horse thoroughbred horse need home sugarcreek sat slaughter gentleman died due covid son want nothing,fake
2110,2573, increase yesterday due family unable tested time waiting result person tested returning contact referred enforcement,real
2111,6126, nursing home assisted living facility staff protect vulnerable resident cdc new training webinars help,real
2112,1350, 229 new case lagos katsina imo kano fct plateau ogun delta borno river oyo gombe osun anambra bayelsa 8068 case nigeria discharged 2311 death 233,real
2113,2508, study made major university brazil testifies chloroquine cure covid name medecin excluded research title,fake
2114,650, case child,real
2115,580, israel already developed vaccine covid,fake
2116,521, tell coronary virus varies,fake
2117,156, say daniel radcliffe coronavirus,fake
2118,2178, weekly update ➡️short term forecast covid death multiple country 🔰read full report sangeeta0312 pnouvellet krisparag1 neil ferguson,real
2119,5446, week outbreak concentrating ever south today saw slightly lower percentage case detected region,real
2120,2114, report hearing loss patient discharge,real
2121,1819, banner swastika trump penny michigan coronavirus protest,fake
2122,1856, new publication lancetgh indirect impact pandemic hiv malaria ➡️maintaining critical prevention activity amp healthcare service substantially reduce overall impact pandemic 🔰full article,real
2123,751, irish drug cartel announce heroin stimulus package amid covid crisis,fake
2124,1442, per mohfw india completion period advised contact field team surveillance officer issuance fitness certificate need testing home period,real
2125,4545, nasal swab test covid damage blood brain barrier lead brain infection,fake
2126,2864, please pull mask onto chin speak cough sneeze inside mask wash dispose properly watch useful advice use face mask reduce risk spread,real
2127,2236, state reported almost 24k new case day average risen day row regional dynamic driving trend,real
2128,1562, brace corona study found difference key outcome patient continuing stopping medication,real
2129,661, least dermatologic pattern exist patient suspected confirmed,real
2130,1254, world first vaccine russia given putin daughter,fake
2131,3977, generally report death day state report state also make dataset death date available research found day average number quite similar blog post detail soon,real
2132,1917, pet cat wondering fuck going back work,fake
2133,462, covid exposure notification google apple sensor inserted trace every phone,fake
2134,169, twofold increase mortality among coronavirus patient,real
2135,2768, chinese eating octopus surviving coronavirus,fake
2136,2737, indian startup coming forward able deploy large number indigenous kit wherein brought costing test pcr testing kit cost around 2000 march 300 profbhargava icmrdelhi,real
2137,2991, say anthony fauci married ghislaine maxwell sister,fake
2138,5867, doctor claim one died coronavirus europe true,fake
2139,1889, grateful fund already committed towards covax facility urgently needed continue move portfolio forward drtedros,real
2140,5631, year old canadian music award show juno cancelled coronavirus fears� �99 canadian ask juno,fake
2141,78, ncdc committed strengthening response state nigeria rapid response team kaduna state supporting activity including ✅sample collection quarantine center ✅assessment additional isolation centre ✅training health worker,real
2142,225, one previously reported case considered recovered total number active case 116 imported case miq facility community case ​⁣⁣ ​⁣⁣ ​⁣⁣,real
2143,2235, good long read weekend theatlantic coronavirus coursing different part different way making crisis harder predict control understand,real
2144,6053, facebook user made post saying ghana recorded 1500 case coronavirus,fake
2145,984, chanel latest perfume post coronavirus life amor avec hand sanitizer,fake
2146,5792, latest update prime minister director general health today reporting new case covid today combined total confirmed probable covid case remains 1497,real
